"apt_name","coef","standardized_beta","se","t","p","R_squared","R_squared_adj","resid","CI95_lower","CI95_upper","AIC","Protein_id","log","p_adjusted","UniProt","EntrezGeneSymbol","symbol","ref_name","label"
"seq.14064.21",0.013000403042593,0.0948272599490696,0.0090791591937371,1.43189504283181,0.153555402558245,0.0224522131251273,0.00515048238397897,226,-0.00489022761857205,0.0308910337037581,-740.839391236978,"PGLYRP1__seq.14064.21__ANML",NA,0.999033312328986,"O75594","PGLYRP1","PGLYRP1","PGLYRP1__seq.14064.21","PGLYRP1_1"
"seq.14065.11",0.000173410728784263,0.000966461787440131,0.0121487384161231,0.0142739700901061,0.988624401354138,0.00545247657178021,-0.012712774997685,219,-0.0237699955828483,0.0241168170404168,-593.60837315936,"CD5__seq.14065.11__ANML",NA,0.999033312328986,"P06127","CD5","CD5","CD5__seq.14065.11","CD5_1"
"seq.14066.49",-0.0425154034535637,-0.0508394243063928,0.0358663718183593,-1.18538344689219,0.237127492111258,0.592501196053437,0.585191800466952,223,-0.113195790470082,0.0281649835629551,-97.8787051815794,"MAGI2__seq.14066.49__ANML",NA,0.999033312328986,"Q86UL8","MAGI2","MAGI2","MAGI2__seq.14066.49","MAGI2"
"seq.14067.6",-0.00681848009616438,-0.031396571871947,0.0143071220345864,-0.476579432235302,0.63414116783307,0.0676994287110896,0.0505141647241973,217,-0.0350171924126468,0.021380232220318,-516.125120591601,"PKP2__seq.14067.6__ANML",NA,0.999033312328986,"Q99959","PKP2","PKP2","PKP2__seq.14067.6","PKP2"
"seq.14068.29",0.0364444394433583,0.157824120241735,0.0142647076517169,2.55486760284021,0.0112828738199868,0.148667006075142,0.133532197294256,225,0.00833492877165688,0.0645539501150598,-523.012892214583,"CCL25__seq.14068.29__ANML",NA,0.529765001641798,"O15444","CCL25","CCL25","CCL25__seq.14068.29","CCL25_1"
"seq.14069.61",-0.00883020153094448,-0.0644065319082653,0.00902670010232193,-0.978231405812751,0.329024684039962,0.0452919035161648,0.0280899558317713,222,-0.0266191861779296,0.00895878311604067,-735.672529838221,"CA4__seq.14069.61__ANML",NA,0.999033312328986,"P22748","CA4","CA4","CA4__seq.14069.61","CA4_1"
"seq.14070.56",-0.0324500319496441,-0.0961823489305947,0.0188196675645325,-1.72426169794833,0.0860401784332629,0.307936772426343,0.295578500505385,224,-0.0695362751366145,0.00463621123732636,-393.644571768309,"ITSN1__seq.14070.56__ANML",NA,0.999033312328986,"Q15811","ITSN1","ITSN1","ITSN1__seq.14070.56","ITSN1"
"seq.14073.31",-0.00373456160507732,-0.0184378857486901,0.0124746840046571,-0.299371238877322,0.764938155334422,0.168829716071778,0.153785910027828,221,-0.0283191233296301,0.0208500001194754,-580.678222334264,"HPX__seq.14073.31__ANML",NA,0.999033312328986,"P02790","HPX","HPX","HPX__seq.14073.31","HPX_1"
"seq.14074.2",-0.00205138342185782,-0.0181662080002082,0.00752180285815211,-0.272724965083941,0.785313670122308,0.00613571187899887,-0.0114548064948241,226,-0.0168732181281072,0.0127704512843915,-820.904279825147,"SHC2__seq.14074.2__ANML",NA,0.999033312328986,"P98077","SHC2","SHC2","SHC2__seq.14074.2","SHC2"
"seq.14076.74",-0.0248768726459917,-0.0579069661672367,0.0243778142572059,-1.02047182669949,0.308610536206578,0.28793905749007,0.275166663902448,223,-0.0729172307575456,0.0231634854655621,-274.364703789938,"CST4__seq.14076.74__ANML",NA,0.999033312328986,"P01036","CST4","CST4","CST4__seq.14076.74","CST4"
"seq.14077.6",-0.0013168570492159,-0.00514224455658877,0.0160034621812148,-0.0822857600626975,0.934495327316461,0.160173865966505,0.144693199901371,217,-0.0328589816655331,0.0302252675671013,-460.475296427255,"FCN3__seq.14077.6__ANML",NA,0.999033312328986,"O75636","FCN3","FCN3","FCN3__seq.14077.6","FCN3_1"
"seq.14078.69",-0.0298240778858176,-0.0524850476093724,0.0311095549078999,-0.958679028810024,0.338740418158623,0.325170409615163,0.313279139300011,227,-0.0911245073839913,0.0314763516123562,-165.408020477765,"XCL1__seq.14078.69__ANML",NA,0.999033312328986,"P47992","XCL1","XCL1","XCL1__seq.14078.69","XCL1_1"
"seq.14079.14",0.0176330352422815,0.0425634231040218,0.0273352590252957,0.645065599194217,0.519536086349088,0.0197548242239313,0.0024817814789786,227,-0.0362302592874948,0.0714963297720578,-225.420664792072,"IL18R1__seq.14079.14__ANML",NA,0.999033312328986,"Q13478","IL18R1","IL18R1","IL18R1__seq.14079.14","IL18R1_1"
"seq.14081.5",-0.0017353767270627,-0.00443146975883035,0.0249398148070699,-0.069582582729153,0.944588256035956,0.102209744882549,0.0861058838042094,223,-0.0508832462582008,0.0474124928040754,-263.749555180173,"ULBP1__seq.14081.5__ANML",NA,0.999033312328986,"Q9BZM6","ULBP1","ULBP1","ULBP1__seq.14081.5","ULBP1_1"
"seq.14082.56",-0.0154040316367258,-0.0812381795908289,0.0100992651011258,-1.52526262876381,0.128629875659467,0.380514769901885,0.369251402081919,220,-0.0353077197770022,0.00449965650355061,-667.51537267907,"TLN2__seq.14082.56__ANML",NA,0.999033312328986,"Q9Y4G6","TLN2","TLN2","TLN2__seq.14082.56","TLN2"
"seq.14083.25",0.000237410581232129,0.000421932460244348,0.0345004382930213,0.00688137870063382,0.994515878283232,0.196226838215076,0.181272918926055,215,-0.0677649930338365,0.0682398141963007,-117.867856466412,"SEPHS1__seq.14083.25__ANML",NA,0.999033312328986,"P49903","SEPHS1","SEPHS1","SEPHS1__seq.14083.25","SEPHS1"
"seq.14085.28",0.0791112158718775,0.0728851495730472,0.0714966011679664,1.10650317049369,0.269722748245933,0.0559754367998424,0.038732979024497,219,-0.0617982442736692,0.220020676017424,206.813328319065,"IL13__seq.14085.28__ANML",NA,0.999033312328986,"P35225","IL13","IL13","IL13__seq.14085.28","IL13_1"
"seq.14086.11",-0.0143023276795089,-0.0172488529259284,0.053777521443644,-0.26595364188543,0.790518451294009,0.0603909571298334,0.0436867963676972,225,-0.120274342657034,0.0916696872980165,87.7287740894123,"SMPDL3A__seq.14086.11__ANML",NA,0.999033312328986,"Q92484","SMPDL3A","SMPDL3A","SMPDL3A__seq.14086.11","SMPDL3A_1"
"seq.14088.38",0.00819512665409831,0.0615213291500261,0.00809521681972042,1.01234183550643,0.312457226996389,0.172619192972182,0.157975284883194,226,-0.00775662957720268,0.0241468828853993,-786.930328177764,"IGFBP6__seq.14088.38__ANML",NA,0.999033312328986,"P24592","IGFBP6","IGFBP6","IGFBP6__seq.14088.38","IGFBP6_1"
"seq.14090.23",-0.00327774009008396,-0.0229760603732102,0.00935746267131281,-0.350280861940548,0.726452733174439,0.0313035924438126,0.0142340522225582,227,-0.0217163349996801,0.0151608548195122,-722.830166594921,"DEF6__seq.14090.23__ANML",NA,0.999033312328986,"Q9H4E7","DEF6","DEF6","DEF6__seq.14090.23","DEF6"
"seq.14091.42",0.0915247320212631,0.0683651797886112,0.0829662854819278,1.10315571547673,0.271138030555186,0.142236771959061,0.126987647905,225,-0.0719655927779963,0.255015056820523,287.139262673907,"CBR3__seq.14091.42__ANML",NA,0.999033312328986,"O75828","CBR3","CBR3","CBR3__seq.14091.42","CBR3"
"seq.14093.10",0.0116619508340104,0.0435984874437655,0.0164694677203482,0.708095187533106,0.479612584764786,0.146450050950321,0.131409523213763,227,-0.0207906331985334,0.0441145348665542,-460.515165576584,"FLT3LG__seq.14093.10__ANML",NA,0.999033312328986,"P49771","FLT3LG","FLT3LG","FLT3LG__seq.14093.10","FLT3LG_1"
"seq.14094.29",-0.0122260290802507,-0.0383674439823851,0.0211741372208828,-0.577403884404455,0.564246547314847,0.019200212780834,0.00168593086620605,224,-0.0539520159796079,0.0294999578191065,-339.945048722287,"HBEGF__seq.14094.29__ANML",NA,0.999033312328986,"Q99075","HBEGF","HBEGF","HBEGF__seq.14094.29","HBEGF"
"seq.14095.1",0.00721766103755488,0.0509517818110419,0.00954333515130359,0.7563038416993,0.450287315905644,0.0213653142703815,0.00332596522467432,217,-0.0115918355069514,0.0260271575820612,-689.412896133917,"KLRK1__seq.14095.1__ANML",NA,0.999033312328986,"P26718","KLRK1","KLRK1","KLRK1__seq.14095.1","KLRK1_1"
"seq.14097.86",-0.149803990625616,-0.104043198608167,0.0679769915555515,-2.20374552032352,0.0285936408602326,0.521201907033549,0.512376135734628,217,-0.283783670422927,-0.0158243108283048,181.46228886056,"CHST15__seq.14097.86__ANML",NA,0.873541971433131,"Q7LFX5","CHST15","CHST15","CHST15__seq.14097.86","CHST15_1"
"seq.14098.28",0.0182759881927372,0.0708467175043186,0.0177693672208902,1.02851091800565,0.304881579313186,0.00703153075643923,-0.0117037233802317,212,-0.0167512907752899,0.0533032671607642,-406.244021569401,"CARS1__seq.14098.28__ANML",NA,0.999033312328986,"P49589","CARS1","CARS1","CARS1__seq.14098.28","CARS1"
"seq.14099.20",0.0126900451801677,0.0702475742274443,0.0115041571502365,1.10308343448758,0.271212738536975,0.128405970302693,0.112339720907351,217,-0.00998414583734804,0.0353642361976835,-607.173654690742,"PSMA4__seq.14099.20__ANML",NA,0.999033312328986,"P25789","PSMA4","PSMA4","PSMA4__seq.14099.20","PSMA4"
"seq.14100.63",-0.0052471588487432,-0.0225571264875057,0.0149406445822618,-0.351200299281119,0.725768186617115,0.0839869795577016,0.0676296041926606,224,-0.034689356828483,0.0241950391309966,-499.737170592614,"C1QC__seq.14100.63__ANML",NA,0.999033312328986,"P02747","C1QC","C1QC","C1QC__seq.14100.63","C1QC"
"seq.14101.2",0.0165497621570787,0.0175085774961447,0.0447323132972091,0.369973313186808,0.711747318202799,0.495768109965492,0.48688296652876,227,-0.0715938974254459,0.104693421739603,3.10802349382739,"CNTFR__seq.14101.2__ANML",NA,0.999033312328986,"P26992","CNTFR","CNTFR","CNTFR__seq.14101.2","CNTFR_1"
"seq.14102.6",-0.225201427887493,-0.106794165592025,0.133928073128493,-1.68151025118857,0.0940574835528676,0.103320400362148,0.0873082646543293,224,-0.48912155679382,0.0387187010188343,505.018760784561,"GNLY__seq.14102.6__ANML",NA,0.999033312328986,"P22749","GNLY","GNLY","GNLY__seq.14102.6","GNLY_1"
"seq.14103.12",0.00852211295269782,0.0663820793127829,0.00790318418847778,1.07831384786937,0.282058727989937,0.160684837377942,0.145629856882479,223,-0.00705236778746184,0.0240965936928575,-793.296391163922,"TPSG1__seq.14103.12__ANML",NA,0.999033312328986,"Q9NRR2","TPSG1","TPSG1","TPSG1__seq.14103.12","TPSG1_1"
"seq.14104.1",0.00931974339037272,0.0864041754488875,0.00695546143672699,1.33991734051771,0.181642099789051,0.084300389020751,0.0678012969310348,222,-0.00438743590085095,0.0230269226815964,-842.618900584068,"TRIL__seq.14104.1__ANML",NA,0.999033312328986,"Q7L0X0","TRIL","TRIL","TRIL__seq.14104.1","TRIL_1"
"seq.14105.5",0.0178039472350615,0.0225636686058191,0.046044713925413,0.386666475198473,0.699366955107236,0.236483771054086,0.222970209479822,226,-0.0729279094446642,0.108535803914787,16.3759062990412,"SERPINA4__seq.14105.5__ANML",NA,0.999033312328986,"P29622","SERPINA4","SERPINA4","SERPINA4__seq.14105.5","SERPINA4_1"
"seq.14106.46",0.000348517105536359,0.00288420841694101,0.00803868644144506,0.0433549819457454,0.965456674964882,0.00357493995424202,-0.0139832108835685,227,-0.0154914694490959,0.0161885036601686,-793.31570117659,"RAP1GDS1__seq.14106.46__ANML",NA,0.999033312328986,"P52306","RAP1GDS1","RAP1GDS1","RAP1GDS1__seq.14106.46","RAP1GDS1"
"seq.14107.1",-0.0156074052382529,-0.0364850838476479,0.0295804055035357,-0.527626480184234,0.598326435989651,0.0235614001296514,0.00460142731663493,206,-0.073926555189588,0.0427117447130822,-185.25903396974,"MTHFS__seq.14107.1__ANML",NA,0.999033312328986,"P49914","MTHFS","MTHFS","MTHFS__seq.14107.1","MTHFS"
"seq.14108.15",-0.00798265446988493,-0.0121430202505244,0.0298201336796861,-0.267693450191433,0.789178363595819,0.536715970536575,0.528552375303739,227,-0.0667423187488978,0.050777009809128,-185.049702637449,"TGFB1__seq.14108.15__ANML",NA,0.999033312328986,"P01137","TGFB1","TGFB1","TGFB1__seq.14108.15","TGFB1_1"
"seq.14109.15",-0.0891717459760054,-0.112702673573267,0.0481264797805041,-1.85286242381951,0.0652292447062022,0.187333925917907,0.172691293952464,222,-0.184014955590182,0.00567146363817127,29.3723005419758,"CCL15__seq.14109.15__ANML",NA,0.999033312328986,"Q16663","CCL15","CCL15","CCL15__seq.14109.15","CCL15_1"
"seq.14110.200",-0.0321073133542124,-0.0713024074536287,0.0252317013069996,-1.27249894739779,0.204515170272499,0.301977080876959,0.289512385892619,224,-0.0818291805170466,0.0176145538086218,-259.457221447145,"SPARC__seq.14110.200__ANML",NA,0.999033312328986,"P09486","SPARC","SPARC","SPARC__seq.14110.200","SPARC_1"
"seq.14111.15",0.0116476744419476,0.0648831831668575,0.0117712256844242,0.989503961117656,0.323489059428168,0.0459377922734587,0.0288245688164803,223,-0.0115493969330836,0.0348447458169788,-617.041487168111,"THBS2__seq.14111.15__ANML",NA,0.999033312328986,"P35442","THBS2","THBS2","THBS2__seq.14111.15","THBS2_1"
"seq.14112.40",-0.0100280353071476,-0.0287428144241162,0.0162467877803066,-0.617231876402239,0.537717200108868,0.523902276072607,0.515285122698356,221,-0.0420464942004985,0.0219904235862033,-455.249436448183,"RELT__seq.14112.40__ANML",NA,0.999033312328986,"Q969Z4","RELT","RELT","RELT__seq.14112.40","RELT_1"
"seq.14114.18",-0.0480270894840149,-0.0508737618644593,0.0515058026004801,-0.932459782377359,0.35208966692102,0.329811660005784,0.318002173838485,227,-0.149517703232906,0.0534635242648762,68.5312533295107,"PIANP__seq.14114.18__ANML",NA,0.999033312328986,"Q8IYJ0","PIANP","PIANP","PIANP__seq.14114.18","PIANP_1"
"seq.14115.34",0.0336763633875114,0.091561355424236,0.0229703089338626,1.46608230148207,0.144034519561143,0.136628283826655,0.121141795644174,223,-0.0115902817461719,0.0789430085211947,-301.256414818952,"ADM__seq.14115.34__ANML",NA,0.999033312328986,"P35318","ADM","ADM","ADM__seq.14115.34","ADM_1"
"seq.14116.129",0.187282887079566,0.12386912307725,0.0959391135732931,1.95210149546035,0.0522429192160972,0.157331819862056,0.141432420236812,212,-0.00183392576486008,0.376399699923992,320.092574729665,"S100A4__seq.14116.129__ANML",NA,0.999033312328986,"P26447","S100A4","S100A4","S100A4__seq.14116.129","S100A4_1"
"seq.14120.2",-0.0658530273861898,-0.261671706093705,0.0156042484247544,-4.22019860192185,3.60025469242852e-05,0.178998689680246,0.163724246697553,215,-0.0966099235878415,-0.0350961311845381,-478.645089843759,"RNF43__seq.14120.2__ANML",NA,0.00434265203934999,"Q68DV7","RNF43","RNF43","RNF43__seq.14120.2","RNF43_2"
"seq.14121.24",-0.012203172986608,-0.0117889152242751,0.0650387084013278,-0.187629386969175,0.851337037542729,0.125666465737624,0.11005336691151,224,-0.140369164658205,0.115962818684989,161.800791066906,"TNFRSF10D__seq.14121.24__ANML",NA,0.999033312328986,"Q9UBN6","TNFRSF10D","TNFRSF10D","TNFRSF10D__seq.14121.24","TNFRSF10D"
"seq.14122.132",0.00752891421483254,0.0610594112293536,0.00811915596319831,0.927302572947096,0.354776504577815,0.0451174154261383,0.0279123238121949,222,-0.00847156648560201,0.0235293949152671,-772.36040146445,"ZNRF3__seq.14122.132__ANML",NA,0.999033312328986,"Q9ULT6","ZNRF3","ZNRF3","ZNRF3__seq.14122.132","ZNRF3_2"
"seq.14123.34",0.0284706995929019,0.0423483379032831,0.0368753906825775,0.772078588616919,0.440878064463283,0.32848336430092,0.316545290777381,225,-0.0441945952889257,0.101135994474729,-86.0099589571516,"VSIR__seq.14123.34__ANML",NA,0.999033312328986,"Q9H7M9","VSIR","VSIR","VSIR__seq.14123.34","VSIR_2"
"seq.14124.6",-0.0244656315964764,-0.024349217818319,0.0506894956610047,-0.482656836045378,0.629804533026102,0.426989622601887,0.416892523440687,227,-0.124347737408165,0.0754164742152125,61.1184959478774,"EFNA2__seq.14124.6__ANML",NA,0.999033312328986,"O43921","EFNA2","EFNA2","EFNA2__seq.14124.6","EFNA2_2"
"seq.14125.5",0.091493268566084,0.118423986401322,0.0477237510256846,1.91714327980722,0.0565034107015747,0.162208994206694,0.147113660768976,222,-0.00255628051266181,0.18554281764483,19.6531032421454,"APOM__seq.14125.5__ANML",NA,0.999033312328986,"O95445","APOM","APOM","APOM__seq.14125.5","APOM_2"
"seq.14127.240",0.00387811219934476,0.0219070468939363,0.0108472329542603,0.357520873359839,0.721043095647799,0.176419280177781,0.161512841809958,221,-0.0174991401627237,0.0252553645614133,-638.055211637662,"IFNB1__seq.14127.240__ANML",NA,0.999033312328986,"P01574","IFNB1","IFNB1","IFNB1__seq.14127.240","IFNB1_1"
"seq.14128.121",-0.00795870071067964,-0.0363981179394464,0.0139713859869355,-0.569642891415477,0.569495890722364,0.099717404928639,0.0834960969093351,222,-0.0354922143980092,0.0195748129766499,-531.257861124464,"IFNA10__seq.14128.121__ANML",NA,0.999033312328986,"P01566","IFNA10","IFNA10","IFNA10__seq.14128.121","IFNA10_1"
"seq.14129.1",0.000464410062455608,0.00394428542603589,0.00752478920147084,0.0617173518116404,0.95084246728349,0.0844256939727337,0.0682208389987997,226,-0.0143633092818095,0.0152921294067207,-820.548990994665,"IFNA7__seq.14129.1__ANML",NA,0.999033312328986,"P01567","IFNA7","IFNA7","IFNA7__seq.14129.1","IFNA7"
"seq.14131.37",-0.0268943479799587,-0.0315114635242866,0.0384697289628728,-0.69910417112412,0.485205783983947,0.544573740224253,0.536513098458311,226,-0.102699573752918,0.0489108777930009,-66.7215804928318,"EFNB2__seq.14131.37__ANML",NA,0.999033312328986,"P52799","EFNB2","EFNB2","EFNB2__seq.14131.37","EFNB2_1"
"seq.14132.21",0.0336364222377215,0.130801662293877,0.0173161972007357,1.94248320504761,0.0533969291646039,0.0406234756818501,0.0226070151312745,213,-0.000496640317963273,0.0677694847934062,-412.540564350898,"HHLA2__seq.14132.21__ANML",NA,0.999033312328986,"Q9UM44","HHLA2","HHLA2","HHLA2__seq.14132.21","HHLA2"
"seq.14133.93",-0.0237351913041914,-0.0184932900924915,0.0760662551654295,-0.312033124972065,0.75530431414582,0.219255761637014,0.205375864066116,225,-0.17362856896985,0.126158186361467,240.395465506427,"IL1R2__seq.14133.93__ANML",NA,0.999033312328986,"P27930","IL1R2","IL1R2","IL1R2__seq.14133.93","IL1R2_1"
"seq.14134.49",0.0126289415746079,0.0116097148074167,0.0562206198136933,0.224631845334654,0.822467757262102,0.398591122794793,0.387993609540076,227,-0.0981520757506442,0.12340995889986,109.172603631861,"AMIGO2__seq.14134.49__ANML",NA,0.999033312328986,"Q86SJ2","AMIGO2","AMIGO2","AMIGO2__seq.14134.49","AMIGO2_1"
"seq.14135.3",-0.00331538835265013,-0.0243488100366833,0.00914706499948205,-0.362453787399331,0.717360898323768,0.0135993034467609,-0.00433525467238893,220,-0.0213424752075376,0.0147116985022373,-717.411716271456,"RXFP1__seq.14135.3__ANML",NA,0.999033312328986,"Q9HBX9","RXFP1","RXFP1","RXFP1__seq.14135.3","RXFP1"
"seq.14136.234",-0.0171175869634464,-0.0274284496978226,0.0319282964998158,-0.536125908362983,0.592403516908098,0.41792526860543,0.407531076973384,224,-0.0800358380153096,0.0458006640884168,-151.577456590848,"CD93__seq.14136.234__ANML",NA,0.999033312328986,"Q9NPY3","CD93","CD93","CD93__seq.14136.234","CD93_2"
"seq.14139.16",-0.000272714111186734,-0.000811277135127955,0.0205548379363096,-0.0132676361658387,0.989426292290561,0.182728021264589,0.167868530742127,220,-0.040782303666631,0.0402368754442575,-347.515009830441,"NRG4__seq.14139.16__ANML",NA,0.999033312328986,"Q8WWG1","NRG4","NRG4","NRG4__seq.14139.16","NRG4"
"seq.14143.8",0.223383696275969,0.0944265186436768,0.148226843680497,1.50703941829506,0.133190918597132,0.116089864761696,0.100514355770712,227,-0.0686927801530065,0.515460172704945,559.002153924388,"H2BC21__seq.14143.8__ANML",NA,0.999033312328986,"Q16778","H2BC21","H2BC21","H2BC21__seq.14143.8","H2BC21_1"
"seq.14144.3",0.143968620956149,0.0742505563897204,0.123245406938802,1.16814593364634,0.243973302128707,0.0903494158780277,0.0743203306952618,227,-0.0988826959910841,0.386819937903383,473.363399124998,"H2AW__seq.14144.3__ANML",NA,0.999033312328986,"Q7L7L0","H2AW","H2AW","H2AW__seq.14144.3","H2AW"
"seq.14146.92",0.169516153822505,0.107248679605395,0.09757239072275,1.73733729968944,0.0836960456903334,0.149711632202707,0.134595394552977,225,-0.0227564272390806,0.361788734884091,361.510267575144,"H3C1__seq.14146.92__ANML",NA,0.999033312328986,"P68431","H3C1","H3C1","H3C1__seq.14146.92","H3C1"
